column_name,Contain Value,Ratio
system.overlays.UTMlHk0o5FXLlwwM.overlayType,1,0.0005827505827505828
system.overlays.UTMlHk0o5FXLlwwM.sort,1,0.0005827505827505828
system.overlays.UTMlHk0o5FXLlwwM.system.defense.save.basic,1,0.0005827505827505828
system.overlays.UTMlHk0o5FXLlwwM.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.zjyfdrWBaUVi4O7b.name,1,0.0005827505827505828
system.overlays.zjyfdrWBaUVi4O7b.overlayType,1,0.0005827505827505828
system.overlays.zjyfdrWBaUVi4O7b.sort,1,0.0005827505827505828
system.overlays.zjyfdrWBaUVi4O7b.system.defense.save.basic,1,0.0005827505827505828
system.overlays.zjyfdrWBaUVi4O7b.system.defense.save.statistic,1,0.0005827505827505828
system.damage.hBNB5kWrMV8T2CuH.applyMod,1,0.0005827505827505828
system.damage.hBNB5kWrMV8T2CuH.formula,1,0.0005827505827505828
system.damage.hBNB5kWrMV8T2CuH.kinds,1,0.0005827505827505828
system.damage.hBNB5kWrMV8T2CuH.materials,1,0.0005827505827505828
system.damage.hBNB5kWrMV8T2CuH.type,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.applyMod,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.category,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.formula,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.kinds,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.materials,1,0.0005827505827505828
system.damage.mY0vhGfbdzA69pIz.type,1,0.0005827505827505828
system.heightening.damage.hBNB5kWrMV8T2CuH,1,0.0005827505827505828
system.heightening.damage.mY0vhGfbdzA69pIz,1,0.0005827505827505828
system.damage.lI9EQaXqSWU8wuZI.applyMod,1,0.0005827505827505828
system.damage.lI9EQaXqSWU8wuZI.formula,1,0.0005827505827505828
system.damage.lI9EQaXqSWU8wuZI.kinds,1,0.0005827505827505828
system.damage.lI9EQaXqSWU8wuZI.materials,1,0.0005827505827505828
system.damage.lI9EQaXqSWU8wuZI.type,1,0.0005827505827505828
system.heightening.damage.lI9EQaXqSWU8wuZI,1,0.0005827505827505828
system.overlays.YK6X9Uqj3TmG199H._id,1,0.0005827505827505828
system.overlays.YK6X9Uqj3TmG199H.overlayType,1,0.0005827505827505828
system.overlays.YK6X9Uqj3TmG199H.sort,1,0.0005827505827505828
system.overlays.YK6X9Uqj3TmG199H.system.area.areaType,1,0.0005827505827505828
system.overlays.YK6X9Uqj3TmG199H.system.time.value,1,0.0005827505827505828
system.damage.j69kf1nfy3b1xton.applyMod,1,0.0005827505827505828
system.damage.j69kf1nfy3b1xton.formula,1,0.0005827505827505828
system.damage.j69kf1nfy3b1xton.kinds,1,0.0005827505827505828
system.damage.j69kf1nfy3b1xton.materials,1,0.0005827505827505828
system.damage.j69kf1nfy3b1xton.type,1,0.0005827505827505828
system.heightening.levels.7.damage.j69kf1nfy3b1xton.applyMod,1,0.0005827505827505828
system.heightening.levels.7.damage.j69kf1nfy3b1xton.formula,1,0.0005827505827505828
system.heightening.levels.7.damage.j69kf1nfy3b1xton.materials,1,0.0005827505827505828
system.heightening.levels.7.damage.j69kf1nfy3b1xton.type,1,0.0005827505827505828
system.heightening.levels.9.damage.j69kf1nfy3b1xton.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.j69kf1nfy3b1xton.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.j69kf1nfy3b1xton.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.j69kf1nfy3b1xton.type,1,0.0005827505827505828
system.damage.SvxMj89z9Ze4Na3e.applyMod,1,0.0005827505827505828
system.damage.SvxMj89z9Ze4Na3e.formula,1,0.0005827505827505828
system.damage.SvxMj89z9Ze4Na3e.kinds,1,0.0005827505827505828
system.damage.SvxMj89z9Ze4Na3e.materials,1,0.0005827505827505828
system.damage.SvxMj89z9Ze4Na3e.type,1,0.0005827505827505828
system.heightening.damage.SvxMj89z9Ze4Na3e,1,0.0005827505827505828
system.damage.kIYrspEqRqKoAhHI.applyMod,1,0.0005827505827505828
system.damage.kIYrspEqRqKoAhHI.formula,1,0.0005827505827505828
system.damage.kIYrspEqRqKoAhHI.kinds,1,0.0005827505827505828
system.damage.kIYrspEqRqKoAhHI.materials,1,0.0005827505827505828
system.damage.kIYrspEqRqKoAhHI.type,1,0.0005827505827505828
system.heightening.damage.kIYrspEqRqKoAhHI,1,0.0005827505827505828
system.damage.ub9o9w3b7bmmuy9r.applyMod,1,0.0005827505827505828
system.damage.ub9o9w3b7bmmuy9r.formula,1,0.0005827505827505828
system.damage.ub9o9w3b7bmmuy9r.kinds,1,0.0005827505827505828
system.damage.ub9o9w3b7bmmuy9r.materials,1,0.0005827505827505828
system.damage.ub9o9w3b7bmmuy9r.type,1,0.0005827505827505828
system.heightening.damage.ub9o9w3b7bmmuy9r,1,0.0005827505827505828
system.overlays.JctMbZoy1N1BvIH5.overlayType,1,0.0005827505827505828
system.overlays.JctMbZoy1N1BvIH5.sort,1,0.0005827505827505828
system.overlays.XxDiv22oJDXssXI2.name,1,0.0005827505827505828
system.overlays.XxDiv22oJDXssXI2.overlayType,1,0.0005827505827505828
system.overlays.XxDiv22oJDXssXI2.sort,1,0.0005827505827505828
system.overlays.XxDiv22oJDXssXI2.system.damage.ub9o9w3b7bmmuy9r.kinds,1,0.0005827505827505828
system.overlays.XxDiv22oJDXssXI2.system.damage.ub9o9w3b7bmmuy9r.type,1,0.0005827505827505828
system.damage.rQT6Is4xVcbWJIAt.applyMod,1,0.0005827505827505828
system.damage.rQT6Is4xVcbWJIAt.formula,1,0.0005827505827505828
system.damage.rQT6Is4xVcbWJIAt.kinds,1,0.0005827505827505828
system.damage.rQT6Is4xVcbWJIAt.materials,1,0.0005827505827505828
system.damage.rQT6Is4xVcbWJIAt.type,1,0.0005827505827505828
system.heightening.damage.rQT6Is4xVcbWJIAt,1,0.0005827505827505828
system.damage.1Yol9VOB1Bu7G213.applyMod,1,0.0005827505827505828
system.damage.1Yol9VOB1Bu7G213.formula,1,0.0005827505827505828
system.damage.1Yol9VOB1Bu7G213.kinds,1,0.0005827505827505828
system.damage.1Yol9VOB1Bu7G213.materials,1,0.0005827505827505828
system.damage.1Yol9VOB1Bu7G213.type,1,0.0005827505827505828
system.heightening.damage.1Yol9VOB1Bu7G213,1,0.0005827505827505828
system.damage.xbLeTUmgQaLSf1Jv.applyMod,1,0.0005827505827505828
system.damage.xbLeTUmgQaLSf1Jv.formula,1,0.0005827505827505828
system.damage.xbLeTUmgQaLSf1Jv.kinds,1,0.0005827505827505828
system.damage.xbLeTUmgQaLSf1Jv.materials,1,0.0005827505827505828
system.damage.xbLeTUmgQaLSf1Jv.type,1,0.0005827505827505828
system.damage.MTNvoqutBnRQtZMa.applyMod,1,0.0005827505827505828
system.damage.MTNvoqutBnRQtZMa.formula,1,0.0005827505827505828
system.damage.MTNvoqutBnRQtZMa.kinds,1,0.0005827505827505828
system.damage.MTNvoqutBnRQtZMa.materials,1,0.0005827505827505828
system.damage.MTNvoqutBnRQtZMa.type,1,0.0005827505827505828
system.overlays.nhamwu2w6qte7bdr.sort,1,0.0005827505827505828
system.overlays.w892lw421gljtapf.system.area.value,1,0.0005827505827505828
system.overlays.btb0quascsjm63hj.system.time.value,1,0.0005827505827505828
system.overlays.t43a3pt01ure0ngh.sort,1,0.0005827505827505828
system.damage.fiGNEgajuvkIMj7d.applyMod,1,0.0005827505827505828
system.damage.fiGNEgajuvkIMj7d.formula,1,0.0005827505827505828
system.damage.fiGNEgajuvkIMj7d.kinds,1,0.0005827505827505828
system.damage.fiGNEgajuvkIMj7d.materials,1,0.0005827505827505828
system.damage.fiGNEgajuvkIMj7d.type,1,0.0005827505827505828
system.heightening.damage.fiGNEgajuvkIMj7d,1,0.0005827505827505828
system.damage.pO0jWffyBOsayMks.formula,1,0.0005827505827505828
system.damage.7JuaSjPOenc3HtiT.applyMod,1,0.0005827505827505828
system.damage.7JuaSjPOenc3HtiT.formula,1,0.0005827505827505828
system.damage.7JuaSjPOenc3HtiT.kinds,1,0.0005827505827505828
system.damage.7JuaSjPOenc3HtiT.materials,1,0.0005827505827505828
system.damage.7JuaSjPOenc3HtiT.type,1,0.0005827505827505828
system.heightening.damage.7JuaSjPOenc3HtiT,1,0.0005827505827505828
system.damage.rYf54pXlYEcM3IGT.applyMod,1,0.0005827505827505828
system.damage.rYf54pXlYEcM3IGT.formula,1,0.0005827505827505828
system.damage.rYf54pXlYEcM3IGT.kinds,1,0.0005827505827505828
system.damage.rYf54pXlYEcM3IGT.materials,1,0.0005827505827505828
system.damage.rYf54pXlYEcM3IGT.type,1,0.0005827505827505828
system.heightening.damage.rYf54pXlYEcM3IGT,1,0.0005827505827505828
system.damage.5zjc1nvfsl4ahgnk.applyMod,1,0.0005827505827505828
system.damage.5zjc1nvfsl4ahgnk.formula,1,0.0005827505827505828
system.damage.5zjc1nvfsl4ahgnk.kinds,1,0.0005827505827505828
system.damage.5zjc1nvfsl4ahgnk.materials,1,0.0005827505827505828
system.damage.5zjc1nvfsl4ahgnk.type,1,0.0005827505827505828
system.heightening.damage.5zjc1nvfsl4ahgnk,1,0.0005827505827505828
system.damage.WkCw5MJm2wVK3uRi.applyMod,1,0.0005827505827505828
system.damage.WkCw5MJm2wVK3uRi.formula,1,0.0005827505827505828
system.damage.WkCw5MJm2wVK3uRi.kinds,1,0.0005827505827505828
system.damage.WkCw5MJm2wVK3uRi.materials,1,0.0005827505827505828
system.damage.WkCw5MJm2wVK3uRi.type,1,0.0005827505827505828
system.damage.G3HdXE0YaAVaevwg.applyMod,1,0.0005827505827505828
system.damage.G3HdXE0YaAVaevwg.formula,1,0.0005827505827505828
system.damage.G3HdXE0YaAVaevwg.kinds,1,0.0005827505827505828
system.damage.G3HdXE0YaAVaevwg.materials,1,0.0005827505827505828
system.damage.G3HdXE0YaAVaevwg.type,1,0.0005827505827505828
system.heightening.levels.9.damage.G3HdXE0YaAVaevwg.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.G3HdXE0YaAVaevwg.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.G3HdXE0YaAVaevwg.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.G3HdXE0YaAVaevwg.type,1,0.0005827505827505828
system.damage.iuhh6qfveXzz88dv.applyMod,1,0.0005827505827505828
system.damage.iuhh6qfveXzz88dv.formula,1,0.0005827505827505828
system.damage.iuhh6qfveXzz88dv.kinds,1,0.0005827505827505828
system.damage.iuhh6qfveXzz88dv.materials,1,0.0005827505827505828
system.damage.iuhh6qfveXzz88dv.type,1,0.0005827505827505828
system.heightening.levels.9.damage.iuhh6qfveXzz88dv.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.iuhh6qfveXzz88dv.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.iuhh6qfveXzz88dv.kinds,1,0.0005827505827505828
system.heightening.levels.9.damage.iuhh6qfveXzz88dv.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.iuhh6qfveXzz88dv.type,1,0.0005827505827505828
system.damage.0yIRszQ4ZAlq14gX.applyMod,1,0.0005827505827505828
system.damage.0yIRszQ4ZAlq14gX.formula,1,0.0005827505827505828
system.damage.0yIRszQ4ZAlq14gX.kinds,1,0.0005827505827505828
system.damage.0yIRszQ4ZAlq14gX.materials,1,0.0005827505827505828
system.damage.0yIRszQ4ZAlq14gX.type,1,0.0005827505827505828
system.damage.1tttVaJo3TXKF7uK.applyMod,1,0.0005827505827505828
system.damage.1tttVaJo3TXKF7uK.formula,1,0.0005827505827505828
system.damage.1tttVaJo3TXKF7uK.kinds,1,0.0005827505827505828
system.damage.1tttVaJo3TXKF7uK.materials,1,0.0005827505827505828
system.damage.1tttVaJo3TXKF7uK.type,1,0.0005827505827505828
system.heightening.damage.0yIRszQ4ZAlq14gX,1,0.0005827505827505828
system.heightening.damage.1tttVaJo3TXKF7uK,1,0.0005827505827505828
system.damage.wVWFtjzGdYwwjMJi.applyMod,1,0.0005827505827505828
system.damage.wVWFtjzGdYwwjMJi.formula,1,0.0005827505827505828
system.damage.wVWFtjzGdYwwjMJi.kinds,1,0.0005827505827505828
system.damage.wVWFtjzGdYwwjMJi.materials,1,0.0005827505827505828
system.damage.wVWFtjzGdYwwjMJi.type,1,0.0005827505827505828
system.heightening.damage.wVWFtjzGdYwwjMJi,1,0.0005827505827505828
system.damage.ezuFcvEpWgltK1Pu.applyMod,1,0.0005827505827505828
system.damage.ezuFcvEpWgltK1Pu.formula,1,0.0005827505827505828
system.damage.ezuFcvEpWgltK1Pu.kinds,1,0.0005827505827505828
system.damage.ezuFcvEpWgltK1Pu.materials,1,0.0005827505827505828
system.damage.ezuFcvEpWgltK1Pu.type,1,0.0005827505827505828
system.heightening.levels.9.damage.ezuFcvEpWgltK1Pu.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.ezuFcvEpWgltK1Pu.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.ezuFcvEpWgltK1Pu.kinds,1,0.0005827505827505828
system.heightening.levels.9.damage.ezuFcvEpWgltK1Pu.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.ezuFcvEpWgltK1Pu.type,1,0.0005827505827505828
system.damage.CMSE36W7SDcJjtPP.applyMod,1,0.0005827505827505828
system.damage.CMSE36W7SDcJjtPP.formula,1,0.0005827505827505828
system.damage.CMSE36W7SDcJjtPP.kinds,1,0.0005827505827505828
system.damage.CMSE36W7SDcJjtPP.materials,1,0.0005827505827505828
system.damage.CMSE36W7SDcJjtPP.type,1,0.0005827505827505828
system.damage.kCSMLZj2yQZnMN8b.applyMod,1,0.0005827505827505828
system.damage.kCSMLZj2yQZnMN8b.formula,1,0.0005827505827505828
system.damage.kCSMLZj2yQZnMN8b.kinds,1,0.0005827505827505828
system.damage.kCSMLZj2yQZnMN8b.materials,1,0.0005827505827505828
system.damage.kCSMLZj2yQZnMN8b.type,1,0.0005827505827505828
system.heightening.damage.kCSMLZj2yQZnMN8b,1,0.0005827505827505828
system.damage.v1pnjhfu6e9akqe0.applyMod,1,0.0005827505827505828
system.damage.v1pnjhfu6e9akqe0.formula,1,0.0005827505827505828
system.damage.v1pnjhfu6e9akqe0.kinds,1,0.0005827505827505828
system.damage.v1pnjhfu6e9akqe0.materials,1,0.0005827505827505828
system.damage.v1pnjhfu6e9akqe0.type,1,0.0005827505827505828
system.heightening.damage.v1pnjhfu6e9akqe0,1,0.0005827505827505828
system.overlays.WTeek6DuuUC5uXiv._id,1,0.0005827505827505828
system.overlays.WTeek6DuuUC5uXiv.name,1,0.0005827505827505828
system.overlays.WTeek6DuuUC5uXiv.overlayType,1,0.0005827505827505828
system.overlays.WTeek6DuuUC5uXiv.sort,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK._id,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK.name,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK.overlayType,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK.sort,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK.system.damage.0.type,1,0.0005827505827505828
system.overlays.rZUgF7LFHu7N5MFK.system.traits.value,1,0.0005827505827505828
system.damage.MpZ5f5dp1t309Kpc.applyMod,1,0.0005827505827505828
system.damage.MpZ5f5dp1t309Kpc.formula,1,0.0005827505827505828
system.damage.MpZ5f5dp1t309Kpc.kinds,1,0.0005827505827505828
system.damage.MpZ5f5dp1t309Kpc.materials,1,0.0005827505827505828
system.damage.MpZ5f5dp1t309Kpc.type,1,0.0005827505827505828
system.damage.rQOvmXjYxlJ2tKPb.applyMod,1,0.0005827505827505828
system.damage.rQOvmXjYxlJ2tKPb.formula,1,0.0005827505827505828
system.damage.rQOvmXjYxlJ2tKPb.kinds,1,0.0005827505827505828
system.damage.rQOvmXjYxlJ2tKPb.materials,1,0.0005827505827505828
system.damage.rQOvmXjYxlJ2tKPb.type,1,0.0005827505827505828
system.damage.knLe6PF6xfJGMWzT.applyMod,1,0.0005827505827505828
system.damage.knLe6PF6xfJGMWzT.formula,1,0.0005827505827505828
system.damage.knLe6PF6xfJGMWzT.kinds,1,0.0005827505827505828
system.damage.knLe6PF6xfJGMWzT.materials,1,0.0005827505827505828
system.damage.knLe6PF6xfJGMWzT.type,1,0.0005827505827505828
system.damage.YsQUZm1QLMDCC7aJ.applyMod,1,0.0005827505827505828
system.damage.YsQUZm1QLMDCC7aJ.formula,1,0.0005827505827505828
system.damage.YsQUZm1QLMDCC7aJ.kinds,1,0.0005827505827505828
system.damage.YsQUZm1QLMDCC7aJ.materials,1,0.0005827505827505828
system.damage.YsQUZm1QLMDCC7aJ.type,1,0.0005827505827505828
system.damage.b6lTqa8nIkcnlb6B.applyMod,1,0.0005827505827505828
system.damage.b6lTqa8nIkcnlb6B.formula,1,0.0005827505827505828
system.damage.b6lTqa8nIkcnlb6B.kinds,1,0.0005827505827505828
system.damage.b6lTqa8nIkcnlb6B.materials,1,0.0005827505827505828
system.damage.b6lTqa8nIkcnlb6B.type,1,0.0005827505827505828
system.heightening.levels.9.damage.YsQUZm1QLMDCC7aJ.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.YsQUZm1QLMDCC7aJ.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.YsQUZm1QLMDCC7aJ.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.YsQUZm1QLMDCC7aJ.type,1,0.0005827505827505828
system.heightening.levels.9.damage.b6lTqa8nIkcnlb6B.applyMod,1,0.0005827505827505828
system.heightening.levels.9.damage.b6lTqa8nIkcnlb6B.formula,1,0.0005827505827505828
system.heightening.levels.9.damage.b6lTqa8nIkcnlb6B.materials,1,0.0005827505827505828
system.heightening.levels.9.damage.b6lTqa8nIkcnlb6B.type,1,0.0005827505827505828
system.damage.DnKLI3UNhM9r5EwP.applyMod,1,0.0005827505827505828
system.damage.DnKLI3UNhM9r5EwP.formula,1,0.0005827505827505828
system.damage.DnKLI3UNhM9r5EwP.kinds,1,0.0005827505827505828
system.damage.DnKLI3UNhM9r5EwP.materials,1,0.0005827505827505828
system.damage.DnKLI3UNhM9r5EwP.type,1,0.0005827505827505828
system.heightening.damage.DnKLI3UNhM9r5EwP,1,0.0005827505827505828
system.traits.selected.extradimensional,1,0.0005827505827505828
system.damage.8if8c4kjctnupcu8.applyMod,1,0.0005827505827505828
system.damage.8if8c4kjctnupcu8.formula,1,0.0005827505827505828
system.damage.8if8c4kjctnupcu8.kinds,1,0.0005827505827505828
system.damage.8if8c4kjctnupcu8.materials,1,0.0005827505827505828
system.damage.8if8c4kjctnupcu8.type,1,0.0005827505827505828
system.heightening.damage.8if8c4kjctnupcu8,1,0.0005827505827505828
system.damage.ajfWkaLEMJuneDnB.applyMod,1,0.0005827505827505828
system.damage.ajfWkaLEMJuneDnB.formula,1,0.0005827505827505828
system.damage.ajfWkaLEMJuneDnB.kinds,1,0.0005827505827505828
system.damage.ajfWkaLEMJuneDnB.materials,1,0.0005827505827505828
system.damage.ajfWkaLEMJuneDnB.type,1,0.0005827505827505828
system.heightening.damage.ajfWkaLEMJuneDnB,1,0.0005827505827505828
system.overlays.GuBnvdpox1BZWuix.name,1,0.0005827505827505828
system.overlays.GuBnvdpox1BZWuix.overlayType,1,0.0005827505827505828
system.overlays.GuBnvdpox1BZWuix.sort,1,0.0005827505827505828
system.overlays.GuBnvdpox1BZWuix.system.defense.save.basic,1,0.0005827505827505828
system.overlays.GuBnvdpox1BZWuix.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.pNsq7lcVfx7Pekmw.name,1,0.0005827505827505828
system.overlays.pNsq7lcVfx7Pekmw.overlayType,1,0.0005827505827505828
system.overlays.pNsq7lcVfx7Pekmw.sort,1,0.0005827505827505828
system.overlays.pNsq7lcVfx7Pekmw.system.defense.save.basic,1,0.0005827505827505828
system.overlays.pNsq7lcVfx7Pekmw.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.sjiSDFHqHzMT9tGW.name,1,0.0005827505827505828
system.overlays.sjiSDFHqHzMT9tGW.overlayType,1,0.0005827505827505828
system.overlays.sjiSDFHqHzMT9tGW.sort,1,0.0005827505827505828
system.overlays.sjiSDFHqHzMT9tGW.system.defense.save.basic,1,0.0005827505827505828
system.overlays.sjiSDFHqHzMT9tGW.system.defense.save.statistic,1,0.0005827505827505828
system.damage.8SyVNJyczWWZhieq.applyMod,1,0.0005827505827505828
system.damage.8SyVNJyczWWZhieq.formula,1,0.0005827505827505828
system.damage.8SyVNJyczWWZhieq.kinds,1,0.0005827505827505828
system.damage.8SyVNJyczWWZhieq.materials,1,0.0005827505827505828
system.damage.8SyVNJyczWWZhieq.type,1,0.0005827505827505828
system.damage.YqImozxRine8IeIZ.applyMod,1,0.0005827505827505828
system.damage.YqImozxRine8IeIZ.formula,1,0.0005827505827505828
system.damage.YqImozxRine8IeIZ.kinds,1,0.0005827505827505828
system.damage.YqImozxRine8IeIZ.materials,1,0.0005827505827505828
system.damage.YqImozxRine8IeIZ.type,1,0.0005827505827505828
system.heightening.damage.8SyVNJyczWWZhieq,1,0.0005827505827505828
system.heightening.damage.YqImozxRine8IeIZ,1,0.0005827505827505828
system.damage.nnCp1s4ZCp3MyqM2.applyMod,1,0.0005827505827505828
system.damage.nnCp1s4ZCp3MyqM2.formula,1,0.0005827505827505828
system.damage.nnCp1s4ZCp3MyqM2.kinds,1,0.0005827505827505828
system.damage.nnCp1s4ZCp3MyqM2.materials,1,0.0005827505827505828
system.damage.nnCp1s4ZCp3MyqM2.type,1,0.0005827505827505828
system.heightening.damage.nnCp1s4ZCp3MyqM2,1,0.0005827505827505828
system.damage.zssli0njmyjito8c.applyMod,1,0.0005827505827505828
system.damage.zssli0njmyjito8c.formula,1,0.0005827505827505828
system.damage.zssli0njmyjito8c.kinds,1,0.0005827505827505828
system.damage.zssli0njmyjito8c.materials,1,0.0005827505827505828
system.damage.zssli0njmyjito8c.type,1,0.0005827505827505828
system.heightening.damage.zssli0njmyjito8c,1,0.0005827505827505828
system.damage.WzgWqijGIH6TU9Iv.applyMod,1,0.0005827505827505828
system.damage.WzgWqijGIH6TU9Iv.formula,1,0.0005827505827505828
system.damage.WzgWqijGIH6TU9Iv.kinds,1,0.0005827505827505828
system.damage.WzgWqijGIH6TU9Iv.materials,1,0.0005827505827505828
system.damage.WzgWqijGIH6TU9Iv.type,1,0.0005827505827505828
system.heightening.damage.WzgWqijGIH6TU9Iv,1,0.0005827505827505828
system.damage.dFAvAi8vt0k4MIyH.applyMod,1,0.0005827505827505828
system.damage.dFAvAi8vt0k4MIyH.formula,1,0.0005827505827505828
system.damage.dFAvAi8vt0k4MIyH.kinds,1,0.0005827505827505828
system.damage.dFAvAi8vt0k4MIyH.materials,1,0.0005827505827505828
system.damage.dFAvAi8vt0k4MIyH.type,1,0.0005827505827505828
system.heightening.damage.dFAvAi8vt0k4MIyH,1,0.0005827505827505828
system.damage.XBFtljOdUx24bHoA.applyMod,1,0.0005827505827505828
system.damage.XBFtljOdUx24bHoA.formula,1,0.0005827505827505828
system.damage.XBFtljOdUx24bHoA.kinds,1,0.0005827505827505828
system.damage.XBFtljOdUx24bHoA.materials,1,0.0005827505827505828
system.damage.XBFtljOdUx24bHoA.type,1,0.0005827505827505828
system.damage.pO0jWffyBOsayMks.kinds,1,0.0005827505827505828
system.damage.pO0jWffyBOsayMks.materials,1,0.0005827505827505828
system.damage.pO0jWffyBOsayMks.type,1,0.0005827505827505828
system.heightening.damage.pO0jWffyBOsayMks,1,0.0005827505827505828
system.damage.O3qtZtTquCRAFJRB.applyMod,1,0.0005827505827505828
system.damage.O3qtZtTquCRAFJRB.formula,1,0.0005827505827505828
system.damage.O3qtZtTquCRAFJRB.kinds,1,0.0005827505827505828
system.damage.O3qtZtTquCRAFJRB.materials,1,0.0005827505827505828
system.damage.O3qtZtTquCRAFJRB.type,1,0.0005827505827505828
system.damage.8G9YlsK0PDFdlbdE.applyMod,1,0.0005827505827505828
system.damage.8G9YlsK0PDFdlbdE.formula,1,0.0005827505827505828
system.damage.8G9YlsK0PDFdlbdE.kinds,1,0.0005827505827505828
system.damage.8G9YlsK0PDFdlbdE.materials,1,0.0005827505827505828
system.damage.8G9YlsK0PDFdlbdE.type,1,0.0005827505827505828
system.heightening.damage.8G9YlsK0PDFdlbdE,1,0.0005827505827505828
system.damage.UteO1cYHknNfsDxQ.applyMod,1,0.0005827505827505828
system.damage.UteO1cYHknNfsDxQ.formula,1,0.0005827505827505828
system.damage.UteO1cYHknNfsDxQ.kinds,1,0.0005827505827505828
system.damage.UteO1cYHknNfsDxQ.materials,1,0.0005827505827505828
system.damage.UteO1cYHknNfsDxQ.type,1,0.0005827505827505828
system.damage.2QdSH92yYPPq3Ru3.applyMod,1,0.0005827505827505828
system.damage.2QdSH92yYPPq3Ru3.formula,1,0.0005827505827505828
system.damage.2QdSH92yYPPq3Ru3.kinds,1,0.0005827505827505828
system.damage.2QdSH92yYPPq3Ru3.materials,1,0.0005827505827505828
system.damage.2QdSH92yYPPq3Ru3.type,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.applyMod,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.category,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.formula,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.kinds,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.materials,1,0.0005827505827505828
system.damage.zJ797hWUtFCE3MIM.type,1,0.0005827505827505828
system.heightening.levels.10.damage.2QdSH92yYPPq3Ru3.applyMod,1,0.0005827505827505828
system.heightening.levels.10.damage.2QdSH92yYPPq3Ru3.formula,1,0.0005827505827505828
system.heightening.levels.10.damage.2QdSH92yYPPq3Ru3.kinds,1,0.0005827505827505828
system.heightening.levels.10.damage.2QdSH92yYPPq3Ru3.materials,1,0.0005827505827505828
system.heightening.levels.10.damage.2QdSH92yYPPq3Ru3.type,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.applyMod,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.category,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.formula,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.kinds,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.materials,1,0.0005827505827505828
system.heightening.levels.10.damage.zJ797hWUtFCE3MIM.type,1,0.0005827505827505828
system.damage.5hgRJg7CfV9pZSUa.applyMod,1,0.0005827505827505828
system.damage.5hgRJg7CfV9pZSUa.formula,1,0.0005827505827505828
system.damage.5hgRJg7CfV9pZSUa.kinds,1,0.0005827505827505828
system.damage.5hgRJg7CfV9pZSUa.materials,1,0.0005827505827505828
system.damage.5hgRJg7CfV9pZSUa.type,1,0.0005827505827505828
system.damage.RrsNfz6nzSiUPvoY.applyMod,1,0.0005827505827505828
system.damage.RrsNfz6nzSiUPvoY.formula,1,0.0005827505827505828
system.damage.RrsNfz6nzSiUPvoY.kinds,1,0.0005827505827505828
system.damage.RrsNfz6nzSiUPvoY.materials,1,0.0005827505827505828
system.damage.RrsNfz6nzSiUPvoY.type,1,0.0005827505827505828
system.heightening.damage.5hgRJg7CfV9pZSUa,1,0.0005827505827505828
system.heightening.damage.RrsNfz6nzSiUPvoY,1,0.0005827505827505828
system.overlays.3Ifk4ND7o6QBAYMp.name,1,0.0005827505827505828
system.overlays.3Ifk4ND7o6QBAYMp.overlayType,1,0.0005827505827505828
system.overlays.3Ifk4ND7o6QBAYMp.sort,1,0.0005827505827505828
